time,message,beeId
2020-05-30T11:29:25,logger initialized,0
2020-05-30T11:29:25,bee spawned,1
2020-05-30T11:29:31,bee stung player,1
2020-05-30T11:29:31,bee spawned,2
2020-05-30T11:29:38,bee got damaged,2
2020-05-30T11:29:38,bee spawned,3
2020-05-30T11:29:38,bee died,2
2020-05-30T11:29:44,bee got damaged,3
2020-05-30T11:29:48,bee spawned,4
2020-05-30T11:29:48,bee died,3
2020-05-30T11:29:54,bee spawned,5
2020-05-30T11:29:56,bee stung player,4
2020-05-30T11:29:56,bee spawned,6
2020-05-30T11:29:57,spray spawned,0
2020-05-30T11:30:00,bee stung player,5
