time,message,beeId
2020-05-30T13:10:33,logger initialized,0
2020-05-30T13:10:33,bee spawned,1
2020-05-30T13:10:36,bee got damaged,1
2020-05-30T13:10:38,bee stung player,1
2020-05-30T13:10:38,bee spawned,2
2020-05-30T13:10:44,bee got damaged,2
2020-05-30T13:10:44,bee spawned,3
2020-05-30T13:10:44,bee died,2
2020-05-30T13:10:50,bee got damaged,3
2020-05-30T13:10:53,bee spawned,4
2020-05-30T13:10:53,bee died,3
2020-05-30T13:10:58,bee got damaged,4
2020-05-30T13:10:58,bee stung player,4
2020-05-30T13:10:58,bee spawned,5
2020-05-30T13:11:04,bee got damaged,5
2020-05-30T13:11:04,bee spawned,6
2020-05-30T13:11:04,bee died,5
2020-05-30T13:11:07,spray spawned,0
2020-05-30T13:11:07,onion spawned,0
2020-05-30T13:11:08,bee spawned,7
2020-05-30T13:11:08,bee spawned,8
2020-05-30T13:11:09,bee got damaged,6
2020-05-30T13:11:09,bee died,6
2020-05-30T13:11:12,bee got damaged,8
2020-05-30T13:11:13,bee died,8
2020-05-30T13:11:17,bee got damaged,7
2020-05-30T13:11:19,bee stung player,7
