time,message,beeId
2020-05-30T11:22:12,logger initialized,0
2020-05-30T11:22:12,bee spawned,1
2020-05-30T11:22:19,bee stung player,1
2020-05-30T11:22:19,bee spawned,2
2020-05-30T11:22:24,bee got damaged,2
2020-05-30T11:22:26,bee spawned,3
2020-05-30T11:22:26,bee died,2
2020-05-30T11:22:31,bee got damaged,3
2020-05-30T11:22:35,bee spawned,4
2020-05-30T11:22:35,bee died,3
2020-05-30T11:22:43,bee stung player,4
2020-05-30T11:22:43,bee spawned,5
2020-05-30T11:22:44,spray spawned,0
2020-05-30T11:22:47,onion spawned,0
2020-05-30T11:22:49,bee got damaged,5
2020-05-30T11:22:50,bee spawned,6
2020-05-30T11:22:52,bee died,5
2020-05-30T11:22:53,bee spawned,7
2020-05-30T11:22:55,bee stung player,6
