time,message,beeId
2020-05-30T08:29:55,logger initialized,0
2020-05-30T08:29:55,bee spawned,1
2020-05-30T08:30:01,bee got damaged,1
2020-05-30T08:30:01,bee spawned,2
2020-05-30T08:30:01,bee died,1
2020-05-30T08:30:06,bee got damaged,2
2020-05-30T08:30:07,bee spawned,3
2020-05-30T08:30:07,bee died,2
2020-05-30T08:30:21,bee got damaged,3
2020-05-30T08:30:22,bee spawned,4
2020-05-30T08:30:22,bee died,3
2020-05-30T08:30:23,bee got damaged,4
2020-05-30T08:30:24,bee spawned,5
2020-05-30T08:30:26,bee stung player,4
2020-05-30T08:30:26,bee spawned,6
2020-05-30T08:30:29,spray spawned,0
2020-05-30T08:30:30,onion spawned,0
2020-05-30T08:30:33,bee spawned,7
2020-05-30T08:30:40,onion collected,0
2020-05-30T08:30:44,bee got damaged,5
2020-05-30T08:30:45,bee died,5
2020-05-30T08:30:53,bee got damaged,6
2020-05-30T08:30:57,bee died,6
2020-05-30T08:30:58,bee stung player,7
2020-05-30T08:30:58,bee spawned,8
2020-05-30T08:31:02,bee spawned,9
2020-05-30T08:31:08,bee spawned,10
2020-05-30T08:31:14,onion spawned,0
2020-05-30T08:31:18,bee got damaged,8
2020-05-30T08:31:19,bee stung player,8
2020-05-30T08:31:19,bee spawned,11
2020-05-30T08:31:28,bee stung player,9
