time,message,beeId
2020-05-24T13:44:28,logger initialized,0
2020-05-24T13:44:28,bee spawned,1
2020-05-24T13:44:30,bee got damaged,1
2020-05-24T13:44:32,bee spawned,2
2020-05-24T13:44:32,bee died,1
2020-05-24T13:44:36,bee got damaged,2
2020-05-24T13:44:40,bee spawned,3
2020-05-24T13:44:40,bee died,2
2020-05-24T13:44:46,bee got damaged,3
2020-05-24T13:44:47,bee spawned,4
2020-05-24T13:44:47,bee died,3
2020-05-24T13:44:52,bee got damaged,4
2020-05-24T13:44:55,bee spawned,5
2020-05-24T13:44:55,bee died,4
2020-05-24T13:44:55,bee spawned,6
2020-05-24T13:44:59,bee got damaged,5
2020-05-24T13:45:00,bee died,5
2020-05-24T13:45:00,onion spawned,0
2020-05-24T13:45:01,spray spawned,0
2020-05-24T13:45:03,bee spawned,7
2020-05-24T13:45:04,bee stung player,6
2020-05-24T13:45:04,bee spawned,8
2020-05-24T13:45:08,bee got damaged,7
2020-05-24T13:45:13,bee got damaged,8
2020-05-24T13:45:14,bee died,7
2020-05-24T13:45:19,bee spawned,9
2020-05-24T13:45:19,bee died,8
2020-05-24T13:45:26,bee spawned,10
2020-05-24T13:45:26,bee got damaged,9
2020-05-24T13:45:28,bee died,9
2020-05-24T13:45:31,bee spawned,11
2020-05-24T13:45:40,spray collected,0
2020-05-24T13:45:42,bee numbed,11
2020-05-24T13:45:42,bee numbed,10
2020-05-24T13:45:43,bee got damaged,11
2020-05-24T13:45:45,bee got damaged,10
2020-05-24T13:45:46,bee died,10
2020-05-24T13:45:50,bee spawned,12
2020-05-24T13:45:50,bee died,11
2020-05-24T13:45:51,bee spawned,13
2020-05-24T13:45:56,bee numbed,12
2020-05-24T13:45:59,bee got damaged,12
2020-05-24T13:45:59,bee died,12
2020-05-24T13:46:00,bee spawned,14
2020-05-24T13:46:00,bee got damaged,13
2020-05-24T13:46:03,bee numbed,13
2020-05-24T13:46:04,bee got damaged,14
2020-05-24T13:46:06,bee died,14
2020-05-24T13:46:07,bee spawned,15
2020-05-24T13:46:07,bee died,13
2020-05-24T13:46:07,bee numbed,15
2020-05-24T13:46:12,spray spawned,0
2020-05-24T13:46:15,bee got damaged,15
2020-05-24T13:46:16,bee spawned,16
2020-05-24T13:46:16,bee died,15
2020-05-24T13:46:18,bee spawned,17
2020-05-24T13:46:25,bee spawned,18
2020-05-24T13:46:27,bee got damaged,17
2020-05-24T13:46:29,bee got damaged,18
2020-05-24T13:46:29,bee got damaged,16
2020-05-24T13:46:31,bee died,18
2020-05-24T13:46:36,bee died,17
2020-05-24T13:46:36,bee spawned,19
2020-05-24T13:46:36,bee died,16
2020-05-24T13:46:41,bee stung player,19
2020-05-24T13:46:41,bee spawned,20
2020-05-24T13:46:47,bee spawned,21
2020-05-24T13:46:48,onion collected,0
2020-05-24T13:46:54,bee got damaged,20
2020-05-24T13:46:55,bee got damaged,21
2020-05-24T13:46:56,bee died,21
2020-05-24T13:46:59,bee spawned,22
2020-05-24T13:46:59,bee died,20
2020-05-24T13:47:00,bee spawned,23
2020-05-24T13:47:02,bee got damaged,22
2020-05-24T13:47:03,bee died,22
2020-05-24T13:47:07,bee got damaged,23
2020-05-24T13:47:10,bee spawned,24
2020-05-24T13:47:10,bee died,23
2020-05-24T13:47:12,spray collected,0
2020-05-24T13:47:15,bee numbed,24
2020-05-24T13:47:17,bee got damaged,24
