time,message,beeId
2020-05-30T11:28:52,logger initialized,0
2020-05-30T11:28:52,bee spawned,1
2020-05-30T11:28:59,bee got damaged,1
2020-05-30T11:28:59,bee stung player,1
2020-05-30T11:28:59,bee spawned,2
2020-05-30T11:29:05,bee got damaged,2
2020-05-30T11:29:05,bee stung player,2
2020-05-30T11:29:05,bee spawned,3
2020-05-30T11:29:11,bee got damaged,3
2020-05-30T11:29:15,bee spawned,4
2020-05-30T11:29:15,bee died,3
2020-05-30T11:29:21,bee spawned,5
2020-05-30T11:29:22,onion spawned,0
2020-05-30T11:29:22,bee stung player,4
